ExpenditureKey,ParentExpenditureKey,ThaiExpenditureName,EnglishExpenditureName,,
EF13_111BC,EF13_1BC,ต้มยำ (สิ่งของ),Breakfast: Spicy soup (in-kind),,Breakfast: Breakfast: Spicy soup (in-kind)
EF13_112A,EF13_1A,ผัดผัก (ตัวเงิน),Breakfast: Stir-fried vegetables (cash),,Breakfast: Breakfast: Stir-fried vegetables (cash)
EF13_112BC,EF13_1BC,ผัดผัก (สิ่งของ),Breakfast: Stir-fried vegetables (in-kind),,Breakfast: Breakfast: Stir-fried vegetables (in-kind)
EF13_113A,EF13_1A,ชุดสุกี้พร้อมทาน (ตัวเงิน),Breakfast: Ready-to-eat Suki Set (cash),,Breakfast: Breakfast: Ready-to-eat Suki Set (cash)
EF13_113BC,EF13_1BC,ชุดสุกี้พร้อมทาน (สิ่งของ),Breakfast: Ready-to-eat Suki Set (in-kind),,Breakfast: Breakfast: Ready-to-eat Suki Set (in-kind)
EF13_114A,EF13_1A,อาหารประเภทฟาสต์ฟู้ด (ตัวเงิน),Breakfast: Fast food (cash),,Breakfast: Breakfast: Fast food (cash)
EF13_114BC,EF13_1BC,อาหารประเภทฟาสต์ฟู้ด (สิ่งของ),Breakfast: Fast food (in-kind),,Breakfast: Breakfast: Fast food (in-kind)
EF13_115A,EF13_1A,ไก่ย่าง/ไก่ทอด (ตัวเงิน),Breakfast: Grilled Chicken / Fried Chicken (cash),,Breakfast: Breakfast: Grilled Chicken / Fried Chicken (cash)
EF13_115BC,EF13_1BC,ไก่ย่าง/ไก่ทอด (สิ่งของ),Breakfast: Grilled Chicken / Fried Chicken (in-kind),,Breakfast: Breakfast: Grilled Chicken / Fried Chicken (in-kind)
EF13_116A,EF13_1A,เป็ดพะโล้/เป็ดย่าง (ตัวเงิน),Breakfast: Stewed Duck / Roasted Duck (cash),,Breakfast: Breakfast: Stewed Duck / Roasted Duck (cash)
EF13_116BC,EF13_1BC,เป็ดพะโล้/เป็ดย่าง (สิ่งของ),Breakfast: Stewed Duck / Roasted Duck (in-kind),,Breakfast: Breakfast: Stewed Duck / Roasted Duck (in-kind)
EF13_117A,EF13_1A,หมูย่าง/หมูทอด (ตัวเงิน),Breakfast: Grilled pork / fried pork (cash),,Breakfast: Breakfast: Grilled pork / fried pork (cash)
EF13_117BC,EF13_1BC,หมูย่าง/หมูทอด (สิ่งของ),Breakfast: Grilled pork / fried pork (in-kind),,Breakfast: Breakfast: Grilled pork / fried pork (in-kind)
EF13_118A,EF13_1A,ปลาทอด/ปลาเผา/ปลาย่าง/ปลาราดพริก (ตัวเงิน),Breakfast: Fried fish / grilled fish / chili topped fish (cash),,Breakfast: Breakfast: Fried fish / grilled fish / chili topped fish (cash)
EF13_118BC,EF13_1BC,ปลาทอด/ปลาเผา/ปลาย่าง/ปลาราดพริก (สิ่งของ),Breakfast: Fried fish / grilled fish / chili topped fish (in-kind),,Breakfast: Breakfast: Fried fish / grilled fish / chili topped fish (in-kind)
EF13_119A,EF13_1A,อาหารเช้าอื่น ๆ (ระบุ) (รวม อาหารปิ่นโต) (ตัวเงิน),Breakfast: Other breakfast (specify) (Including tiffin) (cash),,Breakfast: Breakfast: Other breakfast (specify) (Including tiffin) (cash)
EF13_119BC,EF13_1BC,อาหารเช้าอื่น ๆ (ระบุ) (รวม อาหารปิ่นโต) (สิ่งของ),Breakfast: Other breakfast (specify) (Including tiffin) (in-kind),,Breakfast: Breakfast: Other breakfast (specify) (Including tiffin) (in-kind)
EF13_120A,EF13_1A,เครื่องดื่มที่ไม่มีแอลกอฮอล์ (ตัวเงิน),Breakfast: Non-alcoholic beverages (cash),,Breakfast: Breakfast: Non-alcoholic beverages (cash)
EF13_120BC,EF13_1BC,เครื่องดื่มที่ไม่มีแอลกอฮอล์ (สิ่งของ),Breakfast: Non-alcoholic beverages (in-kind),,Breakfast: Breakfast: Non-alcoholic beverages (in-kind)
EF13_2A,EF13A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),,Breakfast: Lunch (cash)
EF13_2BC,EF13BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),,Breakfast: Lunch (in-kind)
EF13_201A,EF13_2A,ข้าวราดแกง (ตัวเงิน),Lunch: Rice and curry (cash),Lunch: ,Lunch: Lunch: Rice and curry (cash)
EF13_201BC,EF13_2BC,ข้าวราดแกง (สิ่งของ),Lunch: Rice and curry (in-kind),,Lunch: Lunch: Rice and curry (in-kind)
EF13_202A,EF13_2A,ข้าวผัด (ตัวเงิน),Lunch: Fried rice (cash),,Lunch: Lunch: Fried rice (cash)
EF13_202BC,EF13_2BC,ข้าวผัด (สิ่งของ),Lunch: Fried rice (in-kind),,Lunch: Lunch: Fried rice (in-kind)
EF13_203A,EF13_2A,ผัดซีอิ๊ว/ราดหน้า (ตัวเงิน),Lunch: Fried stir noodles with soy sauce / (cash),,Lunch: Lunch: Fried stir noodles with soy sauce / (cash)
EF13_203BC,EF13_2BC,ผัดซีอิ๊ว/ราดหน้า (สิ่งของ),Lunch: Fried stir noodles with soy sauce / (in-kind),,Lunch: Lunch: Fried stir noodles with soy sauce / (in-kind)
EF13_204A,EF13_2A,ข้าวหมูแดง/หมูกรอบ/ข้าวมันไก่ (ตัวเงิน),Lunch: Red pork rice / crispy pork / rice steamed (cash),,Lunch: Lunch: Red pork rice / crispy pork / rice steamed (cash)
EF13_204BC,EF13_2BC,ข้าวหมูแดง/หมูกรอบ/ข้าวมันไก่ (สิ่งของ),Lunch: Red pork rice / crispy pork / rice steamed (in-kind),,Lunch: Lunch: Red pork rice / crispy pork / rice steamed (in-kind)
EF13_205A,EF13_2A,ส้มตำ (ตัวเงิน),Lunch: Green papaya salad (cash),,Lunch: Lunch: Green papaya salad (cash)
EF13_205BC,EF13_2BC,ส้มตำ (สิ่งของ),Lunch: Green papaya salad (in-kind),,Lunch: Lunch: Green papaya salad (in-kind)
EF13_206A,EF13_2A,ยำประเภทต่าง ๆ (ตัวเงิน),Lunch: Various spicy salad (cash),,Lunch: Lunch: Various spicy salad (cash)
EF13_206BC,EF13_2BC,ยำประเภทต่าง ๆ (สิ่งของ),Lunch: Various spicy salad (in-kind),,Lunch: Lunch: Various spicy salad (in-kind)
EF13_207A,EF13_2A,กับข้าวสำเร็จรูป (แกงถุง) (ตัวเงิน),Lunch: Curry bag (cash),,Lunch: Lunch: Curry bag (cash)
EF13_207BC,EF13_2BC,กับข้าวสำเร็จรูป (แกงถุง) (สิ่งของ),Lunch: Curry bag (in-kind),,Lunch: Lunch: Curry bag (in-kind)
EF13_208A,EF13_2A,ก๋วยเตี๋ยว/บะหมี่ (ตัวเงิน),Lunch: Noodles (cash),,Lunch: Lunch: Noodles (cash)
EF13_208BC,EF13_2BC,ก๋วยเตี๋ยว/บะหมี่ (สิ่งของ),Lunch: Noodles (in-kind),,Lunch: Lunch: Noodles (in-kind)
EF13_209A,EF13_2A,โจ๊ก/ข้าวต้มทรงเครื่อง (ตัวเงิน),Lunch: Congee / Boiled Rice (cash),,Lunch: Lunch: Congee / Boiled Rice (cash)
EF13_209BC,EF13_2BC,โจ๊ก/ข้าวต้มทรงเครื่อง (สิ่งของ),Lunch: Congee / Boiled Rice (in-kind),,Lunch: Lunch: Congee / Boiled Rice (in-kind)
EF13_210A,EF13_2A,ต้มเลือดหมู (ตัวเงิน),Lunch: Blood tofu soup (cash),,Lunch: Lunch: Blood tofu soup (cash)
EF13_210BC,EF13_2BC,ต้มเลือดหมู (สิ่งของ),Lunch: Blood tofu soup (in-kind),,Lunch: Lunch: Blood tofu soup (in-kind)
EF13_211A,EF13_2A,ข้าวราดผัดกะเพรา (ตัวเงิน),Lunch: Fried basil on rice (cash),,Lunch: Lunch: Fried basil on rice (cash)
EF13_211BC,EF13_2BC,ข้าวราดผัดกะเพรา (สิ่งของ),Lunch: Fried basil on rice (in-kind),,Lunch: Lunch: Fried basil on rice (in-kind)
EF13_212A,EF13_2A,ข้าวเปล่า (ตัวเงิน),Lunch: Streamed rice (cash),,Lunch: Lunch: Streamed rice (cash)
EF13_212BC,EF13_2BC,ข้าวเปล่า (สิ่งของ),Lunch: Streamed rice (in-kind),,Lunch: Lunch: Streamed rice (in-kind)
EF13_213A,EF13_2A,ต้มยำ (ตัวเงิน),Lunch: Spicy soup (cash),,Lunch: Lunch: Spicy soup (cash)
EF13_213BC,EF13_2BC,ต้มยำ (สิ่งของ),Lunch: Spicy soup (in-kind),,Lunch: Lunch: Spicy soup (in-kind)
EF13_214A,EF13_2A,ผัดผัก (ตัวเงิน),Lunch: Stir-fried vegetables (cash),,Lunch: Lunch: Stir-fried vegetables (cash)
EF13_214BC,EF13_2BC,ผัดผัก (สิ่งของ),Lunch: Stir-fried vegetables (in-kind),,Lunch: Lunch: Stir-fried vegetables (in-kind)
EF13_215A,EF13_2A,ชุดสุกี้พร้อมทาน (ตัวเงิน),Lunch: Ready-to-eat Suki Set (cash),,Lunch: Lunch: Ready-to-eat Suki Set (cash)
EF13_215BC,EF13_2BC,ชุดสุกี้พร้อมทาน (สิ่งของ),Lunch: Ready-to-eat Suki Set (in-kind),,Lunch: Lunch: Ready-to-eat Suki Set (in-kind)
EF13_216A,EF13_2A,อาหารประเภทฟาสต์ฟู้ด (ตัวเงิน),Lunch: Fast food (cash),,Lunch: Lunch: Fast food (cash)
EF13_216BC,EF13_2BC,อาหารประเภทฟาสต์ฟู้ด (สิ่งของ),Lunch: Fast food (in-kind),,Lunch: Lunch: Fast food (in-kind)
EF13_217A,EF13_2A,ไก่ย่าง/ไก่ทอด (ตัวเงิน),Lunch: Grilled Chicken / Fried Chicken (cash),,Lunch: Lunch: Grilled Chicken / Fried Chicken (cash)
EF13_217BC,EF13_2BC,ไก่ย่าง/ไก่ทอด (สิ่งของ),Lunch: Grilled Chicken / Fried Chicken (in-kind),,Lunch: Lunch: Grilled Chicken / Fried Chicken (in-kind)
EF13_218A,EF13_2A,เป็ดพะโล้/เป็ดย่าง (ตัวเงิน),Lunch: Stewed Duck / Roasted Duck (cash),,Lunch: Lunch: Stewed Duck / Roasted Duck (cash)
EF13_218BC,EF13_2BC,เป็ดพะโล้/เป็ดย่าง (สิ่งของ),Lunch: Stewed Duck / Roasted Duck (in-kind),,Lunch: Lunch: Stewed Duck / Roasted Duck (in-kind)
EF13_219A,EF13_2A,หมูย่าง/หมูทอด (ตัวเงิน),Lunch: Grilled pork / fried pork (cash),,Lunch: Lunch: Grilled pork / fried pork (cash)
EF13_219BC,EF13_2BC,หมูย่าง/หมูทอด (สิ่งของ),Lunch: Grilled pork / fried pork (in-kind),,Lunch: Lunch: Grilled pork / fried pork (in-kind)
EF13_220A,EF13_2A,ปลาทอด/ปลาเผา/ปลาย่าง/ปลาราดพริก (ตัวเงิน),Lunch: Fried fish / grilled fish / chili topped fish (cash),,Lunch: Lunch: Fried fish / grilled fish / chili topped fish (cash)
EF13_220BC,EF13_2BC,ปลาทอด/ปลาเผา/ปลาย่าง/ปลาราดพริก (สิ่งของ),Lunch: Fried fish / grilled fish / chili topped fish (in-kind),,Lunch: Lunch: Fried fish / grilled fish / chili topped fish (in-kind)
EF13_221A,EF13_2A,กุ้งเผา (ตัวเงิน),Lunch: Grilled shrimp (cash),,Lunch: Lunch: Grilled shrimp (cash)
EF13_221BC,EF13_2BC,กุ้งเผา (สิ่งของ),Lunch: Grilled shrimp (in-kind),,Lunch: Lunch: Grilled shrimp (in-kind)
EF13_222A,EF13_2A,ปูนึ่ง (ตัวเงิน),Lunch: Steamed crab (cash),,Lunch: Lunch: Steamed crab (cash)
EF13_222BC,EF13_2BC,ปูนึ่ง (สิ่งของ),Lunch: Steamed crab (in-kind),,Lunch: Lunch: Steamed crab (in-kind)
EF13_223A,EF13_2A,อาหารกลางวันอื่น ๆ (ระบุ) (รวม อาหารปิ่นโต) (ตัวเงิน),Lunch: Other lunch (specify) (Including tiffin) (cash),,Lunch: Lunch: Other lunch (specify) (Including tiffin) (cash)
EF13_223BC,EF13_2BC,อาหารกลางวันอื่น ๆ (ระบุ) (รวม อาหารปิ่นโต) (สิ่งของ),Lunch: Other lunch (specify) (Including tiffin) (in-kind),,Lunch: Lunch: Other lunch (specify) (Including tiffin) (in-kind)
EF13_224A,EF13_2A,เครื่องดื่มที่ไม่มีแอลกอฮอล์ (ตัวเงิน),Lunch: Non-alcoholic beverages (cash),,Lunch: Lunch: Non-alcoholic beverages (cash)
EF13_224BC,EF13_2BC,เครื่องดื่มที่ไม่มีแอลกอฮอล์ (สิ่งของ),Lunch: Non-alcoholic beverages (in-kind),,Lunch: Lunch: Non-alcoholic beverages (in-kind)
EF13_3A,EF13A,อาหารเย็น (ตัวเงิน),Dinner (cash),,Lunch: Dinner (cash)
EF13_3BC,EF13BC,อาหารเย็น (สิ่งของ),Dinner (in-kind),,Lunch: Dinner (in-kind)
EF13_301A,EF13_3A,ข้าวราดแกง (ตัวเงิน),Dinner: Rice and curry (cash),Dinner: ,Dinner: Dinner: Rice and curry (cash)
EF13_301BC,EF13_3BC,ข้าวราดแกง (สิ่งของ),Dinner: Rice and curry (in-kind),,Dinner: Dinner: Rice and curry (in-kind)
EF13_302A,EF13_3A,ข้าวผัด (ตัวเงิน),Dinner: Fried rice (cash),,Dinner: Dinner: Fried rice (cash)
EF13_302BC,EF13_3BC,ข้าวผัด (สิ่งของ),Dinner: Fried rice (in-kind),,Dinner: Dinner: Fried rice (in-kind)
EF13_303A,EF13_3A,ผัดซีอิ๊ว/ราดหน้า (ตัวเงิน),Dinner: Fried stir noodles with soy sauce / (cash),,Dinner: Dinner: Fried stir noodles with soy sauce / (cash)
EF13_303BC,EF13_3BC,ผัดซีอิ๊ว/ราดหน้า (สิ่งของ),Dinner: Fried stir noodles with soy sauce / (in-kind),,Dinner: Dinner: Fried stir noodles with soy sauce / (in-kind)
EF13_304A,EF13_3A,ข้าวหมูแดง/หมูกรอบ/ข้าวมันไก่ (ตัวเงิน),Dinner: Red pork rice / crispy pork / rice steamed (cash),,Dinner: Dinner: Red pork rice / crispy pork / rice steamed (cash)
EF13_304BC,EF13_3BC,ข้าวหมูแดง/หมูกรอบ/ข้าวมันไก่ (สิ่งของ),Dinner: Red pork rice / crispy pork / rice steamed (in-kind),,Dinner: Dinner: Red pork rice / crispy pork / rice steamed (in-kind)
EF13_305A,EF13_3A,ส้มตำ (ตัวเงิน),Dinner: Green papaya salad (cash),,Dinner: Dinner: Green papaya salad (cash)
EF13_305BC,EF13_3BC,ส้มตำ (สิ่งของ),Dinner: Green papaya salad (in-kind),,Dinner: Dinner: Green papaya salad (in-kind)
EF13_306A,EF13_3A,ยำประเภทต่าง ๆ (ตัวเงิน),Dinner: Various spicy salad (cash),,Dinner: Dinner: Various spicy salad (cash)
EF13_306BC,EF13_3BC,ยำประเภทต่าง ๆ (สิ่งของ),Dinner: Various spicy salad (in-kind),,Dinner: Dinner: Various spicy salad (in-kind)
EF13_307A,EF13_3A,กับข้าวสำเร็จรูป (แกงถุง) (ตัวเงิน),Dinner: Curry bag (cash),,Dinner: Dinner: Curry bag (cash)
EF13_307BC,EF13_3BC,กับข้าวสำเร็จรูป (แกงถุง) (สิ่งของ),Dinner: Curry bag (in-kind),,Dinner: Dinner: Curry bag (in-kind)
EF13_308A,EF13_3A,ก๋วยเตี๋ยว/บะหมี่ (ตัวเงิน),Dinner: Noodles (cash),,Dinner: Dinner: Noodles (cash)
EF13_308BC,EF13_3BC,ก๋วยเตี๋ยว/บะหมี่ (สิ่งของ),Dinner: Noodles (in-kind),,Dinner: Dinner: Noodles (in-kind)
EF13_309A,EF13_3A,โจ๊ก/ข้าวต้มทรงเครื่อง (ตัวเงิน),Dinner: Congee / Boiled Rice (cash),,Dinner: Dinner: Congee / Boiled Rice (cash)
EF13_309BC,EF13_3BC,โจ๊ก/ข้าวต้มทรงเครื่อง (สิ่งของ),Dinner: Congee / Boiled Rice (in-kind),,Dinner: Dinner: Congee / Boiled Rice (in-kind)
EF13_310A,EF13_3A,ต้มเลือดหมู (ตัวเงิน),Dinner: Blood tofu soup (cash),,Dinner: Dinner: Blood tofu soup (cash)
EF13_310BC,EF13_3BC,ต้มเลือดหมู (สิ่งของ),Dinner: Blood tofu soup (in-kind),,Dinner: Dinner: Blood tofu soup (in-kind)
EF13_311A,EF13_3A,ข้าวราดผัดกะเพรา (ตัวเงิน),Dinner: Fried basil on rice (cash),,Dinner: Dinner: Fried basil on rice (cash)
EF13_311BC,EF13_3BC,ข้าวราดผัดกะเพรา (สิ่งของ),Dinner: Fried basil on rice (in-kind),,Dinner: Dinner: Fried basil on rice (in-kind)
EF13_312A,EF13_3A,ข้าวเปล่า (ตัวเงิน),Dinner: Streamed rice (cash),,Dinner: Dinner: Streamed rice (cash)
EF13_312BC,EF13_3BC,ข้าวเปล่า (สิ่งของ),Dinner: Streamed rice (in-kind),,Dinner: Dinner: Streamed rice (in-kind)
EF13_313A,EF13_3A,ต้มยำ (ตัวเงิน),Dinner: Spicy soup (cash),,Dinner: Dinner: Spicy soup (cash)
EF13_313BC,EF13_3BC,ต้มยำ (สิ่งของ),Dinner: Spicy soup (in-kind),,Dinner: Dinner: Spicy soup (in-kind)
EF13_314A,EF13_3A,ผัดผัก (ตัวเงิน),Dinner: Stir-fried vegetables (cash),,Dinner: Dinner: Stir-fried vegetables (cash)
EF13_314BC,EF13_3BC,ผัดผัก (สิ่งของ),Dinner: Stir-fried vegetables (in-kind),,Dinner: Dinner: Stir-fried vegetables (in-kind)
EF13_315A,EF13_3A,ชุดสุกี้พร้อมทาน (ตัวเงิน),Dinner: Ready-to-eat Suki Set (cash),,Dinner: Dinner: Ready-to-eat Suki Set (cash)
EF13_315BC,EF13_3BC,ชุดสุกี้พร้อมทาน (สิ่งของ),Dinner: Ready-to-eat Suki Set (in-kind),,Dinner: Dinner: Ready-to-eat Suki Set (in-kind)
EF13_316A,EF13_3A,อาหารประเภทฟาสต์ฟู้ด (ตัวเงิน),Dinner: Fast food (cash),,Dinner: Dinner: Fast food (cash)
EF13_316BC,EF13_3BC,อาหารประเภทฟาสต์ฟู้ด (สิ่งของ),Dinner: Fast food (in-kind),,Dinner: Dinner: Fast food (in-kind)
EF13_317A,EF13_3A,ไก่ย่าง/ไก่ทอด (ตัวเงิน),Dinner: Grilled Chicken / Fried Chicken (cash),,Dinner: Dinner: Grilled Chicken / Fried Chicken (cash)
EF13_317BC,EF13_3BC,ไก่ย่าง/ไก่ทอด (สิ่งของ),Dinner: Grilled Chicken / Fried Chicken (in-kind),,Dinner: Dinner: Grilled Chicken / Fried Chicken (in-kind)
EF13_318A,EF13_3A,เป็ดพะโล้/เป็ดย่าง (ตัวเงิน),Dinner: Stewed Duck / Roasted Duck (cash),,Dinner: Dinner: Stewed Duck / Roasted Duck (cash)
EF13_318BC,EF13_3BC,เป็ดพะโล้/เป็ดย่าง (สิ่งของ),Dinner: Stewed Duck / Roasted Duck (in-kind),,Dinner: Dinner: Stewed Duck / Roasted Duck (in-kind)
EF13_319A,EF13_3A,หมูย่าง/หมูทอด (ตัวเงิน),Dinner: Grilled pork / fried pork (cash),,Dinner: Dinner: Grilled pork / fried pork (cash)
EF13_319BC,EF13_3BC,หมูย่าง/หมูทอด (สิ่งของ),Dinner: Grilled pork / fried pork (in-kind),,Dinner: Dinner: Grilled pork / fried pork (in-kind)
EF13_320A,EF13_3A,ปลาทอด/ปลาเผา/ปลาย่าง/ปลาราดพริก (ตัวเงิน),Dinner: Fried fish / grilled fish / chili topped fish (cash),,Dinner: Dinner: Fried fish / grilled fish / chili topped fish (cash)
EF13_320BC,EF13_3BC,ปลาทอด/ปลาเผา/ปลาย่าง/ปลาราดพริก (สิ่งของ),Dinner: Fried fish / grilled fish / chili topped fish (in-kind),,Dinner: Dinner: Fried fish / grilled fish / chili topped fish (in-kind)
EF13_321A,EF13_3A,กุ้งเผา (ตัวเงิน),Dinner: Grilled shrimp (cash),,Dinner: Dinner: Grilled shrimp (cash)
EF13_321BC,EF13_3BC,กุ้งเผา (สิ่งของ),Dinner: Grilled shrimp (in-kind),,Dinner: Dinner: Grilled shrimp (in-kind)
EF13_322A,EF13_3A,ปูนึ่ง (ตัวเงิน),Dinner: Steamed crab (cash),,Dinner: Dinner: Steamed crab (cash)
EF13_322BC,EF13_3BC,ปูนึ่ง (สิ่งของ),Dinner: Steamed crab (in-kind),,Dinner: Dinner: Steamed crab (in-kind)
EF13_323A,EF13_3A,อาหารเย็นอื่น ๆ (ระบุ) (รวม อาหารปิ่นโต) (ตัวเงิน),Dinner: Other dinner (Including tiffin) (cash),,Dinner: Dinner: Other dinner (Including tiffin) (cash)
EF13_323BC,EF13_3BC,อาหารเย็นอื่น ๆ (ระบุ) (รวม อาหารปิ่นโต) (สิ่งของ),Dinner: Other dinner (Including tiffin) (in-kind),,Dinner: Dinner: Other dinner (Including tiffin) (in-kind)
EF13_324A,EF13_3A,เครื่องดื่มที่ไม่มีแอลกอฮอล์ บริโภคนอกบ้าน พร้อมอาหารเย็น (ตัวเงิน),Non-alcoholic beverages consumed outside home with dinner (cash),,
EF13_324BC,EF13_3BC,เครื่องดื่มที่ไม่มีแอลกอฮอล์ บริโภคนอกบ้าน พร้อมอาหารเย็น (สิ่งของ),Non-alcoholic beverages consumed outside home with dinner (in-kind),,
EF13_4A,EF13A,อาหารว่าง/อาหารระหว่างมื้อ/อื่น ๆ (ระบุ) (ตัวเงิน),Snack / Food between meals / Other (specify) (cash),,
EF13_4BC,EF13BC,อาหารว่าง/อาหารระหว่างมื้อ/อื่น ๆ (ระบุ) (สิ่งของ),Snack / Food between meals / Other (specify) (in-kind),,
EF14A,EF_13,บริโภคที่บ้าน (ตัวเงิน),Consumed at home (cash),,
EF14BC,EF_13,บริโภคที่บ้าน (สิ่งของ),Consumed at home (in-kind),,
EF1401A,EF14A,บริโภคที่บ้าน: เบียร์ (ตัวเงิน),Consumed at home: Beer (cash),,
EF1401BC,EF14BC,บริโภคที่บ้าน: เบียร์ (สิ่งของ),Consumed at home: Beer (in-kind),,
EF1402A,EF14A,บริโภคที่บ้าน: ไวน์ (ตัวเงิน),Consumed at home: Wine (cash),,
EF1402BC,EF14BC,บริโภคที่บ้าน: ไวน์ (สิ่งของ),Consumed at home: Wine (in-kind),,
EF1403A,EF14A,บริโภคที่บ้าน: สุรา (ตัวเงิน),Consumed at home: Spirits (cash),,
EF1403BC,EF14BC,บริโภคที่บ้าน: สุรา (สิ่งของ),Consumed at home: Spirits (in-kind),,
EF1404A,EF14A,บริโภคที่บ้าน: อื่น ๆ (ตัวเงิน),Consumed at home: Others (cash),,
EF1404BC,EF14BC,บริโภคที่บ้าน: อื่น ๆ (สิ่งของ),Consumed at home: Others (in-kind),,
EF15A,EF_13,บริโภคนอกบ้าน (ตัวเงิน),Consumed away from home (cash),,
EF15BC,EF_13,บริโภคนอกบ้าน (สิ่งของ),Consumed away from home (in-kind),,
EF1501A,EF15A,บริโภคนอกบ้าน: เบียร์ (ตัวเงิน),Consumed away from home: Beer (cash),,
EF1501BC,EF15BC,บริโภคนอกบ้าน: เบียร์ (สิ่งของ),Consumed away from home: Beer (in-kind),,
EF1502A,EF15A,บริโภคนอกบ้าน: ไวน์ (ตัวเงิน),Consumed away from home: Wine (cash),,
EF1502BC,EF15BC,บริโภคนอกบ้าน: ไวน์ (สิ่งของ),Consumed away from home: Wine (in-kind),,
EF1503A,EF15A,บริโภคนอกบ้าน: สุรา (ตัวเงิน),Consumed away from home: Spirits (cash),,
EF1503BC,EF15BC,บริโภคนอกบ้าน: สุรา (สิ่งของ),Consumed away from home: Spirits (in-kind),,
EF1504A,EF15A,บริโภคนอกบ้าน: อื่น ๆ (ตัวเงิน),Consumed away from home: Others (specify) (cash),,
EF1504BC,EF15BC,บริโภคนอกบ้าน: อื่น ๆ (สิ่งของ),Consumed away from home: Others (in-kind),,
EF16A,EF_14,บุหรี่ ซิการ์ ยาเส้น ยาตั้ง ฯลฯ (ตัวเงิน),"Cigarette , tobacco, etc. (cash)",,
EF16BC,EF_14,บุหรี่ ซิการ์ ยาเส้น ยาตั้ง ฯลฯ (สิ่งของ),"Cigarette , tobacco, etc. (in-kind)",,
EF17A,EF_14,ยานัตถุ์ หมาก พลู ยาฉุน ยาจืด (ตัวเงิน),"Snuff, betel nut, betel, etc. (cash)",,
EF17BC,EF_14,ยานัตถุ์ หมาก พลู ยาฉุน ยาจืด (สิ่งของ),"Snuff, betel nut, betel, etc. (in-kind)",,
